Issue ID,Issue Labels,Issue URL,Issue Title,Issue create date,Issue closed date,PR ID,PR URL,PR Title,PR create date,PR closed date,Bug duration,Fix loc,Fix files,Fix modules,Bug priority,Reopen?
111935,"{'T-types', 'A-impl-trait', 'P-high', 'C-bug', 'regression-from-stable-to-stable'}",https://github.com/rust-lang/rust/issues/111935,RPIT allows defining use with invalid args,2023-05-25T07:17:30Z,2024-03-28T11:56:37Z,116891,https://github.com/rust-lang/rust/pull/116891,rework opaque type region inference,2023-10-18 14:37,2024-03-28 11:56,308,1224,"['mod.rs', 'opaque_types.rs', 'free_region_relations.rs', 'mod.rs', 'mod.rs', 'defining-use-captured-non-universal-region.infer.stderr', 'defining-use-captured-non-universal-region.rs', 'defining-use-captured-non-universal-region.statik.stderr', 'defining-use-uncaptured-non-universal-region-2.rs', 'defining-use-uncaptured-non-universal-region-3.rs', 'defining-use-uncaptured-non-universal-region.rs', 'erased-regions-in-hidden-ty.current.stderr', 'erased-regions-in-hidden-ty.next.stderr', 'erased-regions-in-hidden-ty.rs', 'impl-fn-predefined-lifetimes.rs', 'impl-fn-predefined-lifetimes.stderr', 'bad-item-bound-within-rpitit-2.rs', 'bad-item-bound-within-rpitit-2.stderr', 'early_bound.rs', 'early_bound.stderr', 'non-defining-use-lifetimes.rs', 'non-defining-use-lifetimes.stderr', 'bivariant-duplicate-lifetime-unconstrained.rs', 'defined-by-user-annotation.rs', 'defined-in-closure-external-lifetime.rs', 'defined-in-closure-external-lifetime.stderr', 'equal-lifetime-params-not-ok.rs', 'equal-lifetime-params-not-ok.stderr', 'equal-lifetime-params-ok.rs', 'generic-not-strictly-equal.basic.stderr', 'generic-not-strictly-equal.member_constraints.stderr', 'generic-not-strictly-equal.rs', 'hkl_forbidden4.rs', 'hkl_forbidden4.stderr', 'lifetime_mismatch.rs', 'lifetime_mismatch.stderr', 'multiple-def-uses-in-one-fn-lifetimes.rs', 'multiple-def-uses-in-one-fn-lifetimes.stderr', 'param_mismatch4.rs', 'param_mismatch4.stderr']","['compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_middle/src/ty', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait']",P-high,0
111911,"{'I-ICE', 'glacier', 'T-types', 'E-needs-test', 'T-compiler', 'C-bug', 'A-const-generics', 'F-adt_const_params'}",https://github.com/rust-lang/rust/issues/111911,const generic ty's with lifetimes cause opaque types to ICE,2023-05-24T14:56:21Z,2024-04-28T13:04:15Z,,,,,,339,29,"['opaque_type_with_non-universal_region_substs_ice-111911.rs', 'opaque_type_with_non-universal_region_substs_ice-111911.stderr']","['tests/ui/const-generics/adt_const_params', 'tests/ui/const-generics/adt_const_params']",,0
111906,"{'I-ICE', 'glacier', 'A-impl-trait', 'P-high', 'T-compiler', 'C-bug', 'regression-from-stable-to-stable'}",https://github.com/rust-lang/rust/issues/111906,ICE: opaque type with non-universal region args,2023-05-24T13:03:50Z,2024-03-28T11:56:35Z,116891,https://github.com/rust-lang/rust/pull/116891,rework opaque type region inference,2023-10-18 14:37,2024-03-28 11:56,308,1224,"['mod.rs', 'opaque_types.rs', 'free_region_relations.rs', 'mod.rs', 'mod.rs', 'defining-use-captured-non-universal-region.infer.stderr', 'defining-use-captured-non-universal-region.rs', 'defining-use-captured-non-universal-region.statik.stderr', 'defining-use-uncaptured-non-universal-region-2.rs', 'defining-use-uncaptured-non-universal-region-3.rs', 'defining-use-uncaptured-non-universal-region.rs', 'erased-regions-in-hidden-ty.current.stderr', 'erased-regions-in-hidden-ty.next.stderr', 'erased-regions-in-hidden-ty.rs', 'impl-fn-predefined-lifetimes.rs', 'impl-fn-predefined-lifetimes.stderr', 'bad-item-bound-within-rpitit-2.rs', 'bad-item-bound-within-rpitit-2.stderr', 'early_bound.rs', 'early_bound.stderr', 'non-defining-use-lifetimes.rs', 'non-defining-use-lifetimes.stderr', 'bivariant-duplicate-lifetime-unconstrained.rs', 'defined-by-user-annotation.rs', 'defined-in-closure-external-lifetime.rs', 'defined-in-closure-external-lifetime.stderr', 'equal-lifetime-params-not-ok.rs', 'equal-lifetime-params-not-ok.stderr', 'equal-lifetime-params-ok.rs', 'generic-not-strictly-equal.basic.stderr', 'generic-not-strictly-equal.member_constraints.stderr', 'generic-not-strictly-equal.rs', 'hkl_forbidden4.rs', 'hkl_forbidden4.stderr', 'lifetime_mismatch.rs', 'lifetime_mismatch.stderr', 'multiple-def-uses-in-one-fn-lifetimes.rs', 'multiple-def-uses-in-one-fn-lifetimes.stderr', 'param_mismatch4.rs', 'param_mismatch4.stderr']","['compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_middle/src/ty', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait']",P-high,0
111662,"{'NLL-diagnostics', 'A-lifetimes', 'A-closures', 'A-NLL', 'C-bug', 'A-diagnostics'}",https://github.com/rust-lang/rust/issues/111662,Closures which return a reference that depends on an argument unconditionally fail borrow checking,2023-05-16T21:53:20Z,2024-03-01T10:21:07Z,,,,,,289,,,,,0
111591,{'A-type-system'},https://github.com/rust-lang/rust/issues/111591,[Type manipulation]Is this by design or bug? ,2023-05-15T12:15:06Z,2023-05-31T07:43:52Z,,,,,,15,,,,,0
111521,"{'I-ICE', 'T-compiler', 'C-bug', 'F-generic_const_exprs', 'A-const-generics', 'WG-compiler-parallel'}",https://github.com/rust-lang/rust/issues/111521,ICE: parallel compiler: `deadlock detected`,2023-05-13T00:15:34Z,2023-12-11T16:21:12Z,,,,,,212,,,,,0
111509,"{'A-mir-opt', 'A-MIR'}",https://github.com/rust-lang/rust/issues/111509,Tracking issue for ConstProp MIR opt,2023-05-12T14:53:47Z,2024-01-03T21:33:26Z,,,,,,236,,,,,0
111502,"{'A-mir-opt', 'T-opsem'}",https://github.com/rust-lang/rust/issues/111502,Mutating through addr_of produces LLVM IR with UB,2023-05-12T11:05:26Z,2023-05-14T13:19:32Z,111517,https://github.com/rust-lang/rust/pull/111517,allow mutating function args through `&raw const`,2023-05-12 21:35,2023-05-14 13:19,2,68,"['deduce_param_attrs.rs', 'addr-of-mutate.rs']","['compiler/rustc_mir_transform/src', 'tests/codegen']",,0
111435,"{'A-trait-system', 'A-associated-items', 'T-types', 'A-higher-ranked', 'C-bug'}",https://github.com/rust-lang/rust/issues/111435,hrtb on associated type not satisfied ,2023-05-10T17:30:39Z,2024-06-12T15:26:03Z,,,,,,398,,,,,0
111434,"{'I-ICE', 'T-compiler', 'C-bug', 'F-generic_const_exprs', 'A-const-generics'}",https://github.com/rust-lang/rust/issues/111434,borrowck doesnt convert lifetime params to vars in generic_const_exprs,2023-05-10T16:26:36Z,2023-05-10T17:42:11Z,,,,,,0,,,,,1
111433,"{'I-ICE', 'glacier', 'T-compiler', 'C-bug', 'F-generic_const_exprs', 'A-const-generics'}",https://github.com/rust-lang/rust/issues/111433,ICE: ` cannot convert ReFree to a region vid`,2023-05-10T15:39:27Z,2023-09-21T18:34:09Z,,,,,,134,,,,,1
111422,"{'I-unsound', 'A-mir-opt', 'requires-nightly'}",https://github.com/rust-lang/rust/issues/111422,Miri reports UB with opt-level 4 in code that should not have UB,2023-05-10T07:38:23Z,2023-05-12T10:19:22Z,111441,https://github.com/rust-lang/rust/pull/111441,Verify copies of mutable pointers in 2 stages in ReferencePropagation,2023-05-10 18:50,2023-05-12 10:19,2,264,"['ref_prop.rs', 'reference_prop.mut_raw_then_mut_shr.ReferencePropagation.diff', 'reference_prop.read_through_raw.ReferencePropagation.diff', 'reference_prop.rs', 'reference_prop.unique_with_copies.ReferencePropagation.diff']","['compiler/rustc_mir_transform/src', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt']",,0
111355,"{'F-unsized_fn_params', 'requires-nightly', 'A-MIR', 'C-bug', 'A-mir-opt-inlining'}",https://github.com/rust-lang/rust/issues/111355,Inlining introduces unsized temporaries,2023-05-08T14:22:49Z,2023-05-21T14:14:26Z,111424,https://github.com/rust-lang/rust/pull/111424,Don't inline functions with unsized args,2023-05-10 10:24,2023-05-21 14:14,12,80,"['inline.rs', 'unsized_argument.caller.Inline.diff', 'unsized_argument.rs']","['compiler/rustc_mir_transform/src', 'tests/mir-opt/inline', 'tests/mir-opt/inline']",,0
111092,"{'T-types', 'E-hard', 'T-compiler', 'C-cleanup', 'A-type-system'}",https://github.com/rust-lang/rust/issues/111092,merge generalizer impls,2023-05-02T11:18:45Z,2023-05-16T01:07:40Z,111221,https://github.com/rust-lang/rust/pull/111221,Combine three generalizer implementations,2023-05-04 21:21,2023-05-16 01:07,13,1458,"['combine.rs', 'equate.rs', 'mod.rs', 'generalize.rs', 'mod.rs', 'mod.rs', 'test_type_match.rs', 'sub.rs', '_match.rs', 'mod.rs', 'relate.rs', 'universe-error1.rs', 'universe-error1.stderr']","['compiler/rustc_infer/src/infer', 'compiler/rustc_infer/src/infer', 'compiler/rustc_infer/src/infer/error_reporting', 'compiler/rustc_infer/src/infer', 'compiler/rustc_infer/src/infer', 'compiler/rustc_infer/src/infer/nll_relate', 'compiler/rustc_infer/src/infer/outlives', 'compiler/rustc_infer/src/infer', 'compiler/rustc_middle/src/ty', 'compiler/rustc_middle/src/ty', 'compiler/rustc_middle/src/ty', 'tests/ui/traits/non_lifetime_binders', 'tests/ui/traits/non_lifetime_binders']",,0
110947,"{'I-unsound', 'A-mir-opt', 'C-bug'}",https://github.com/rust-lang/rust/issues/110947,`-Zmir-opt-level=2` misoptimises valid code under Tree Borrows,2023-04-28T13:47:51Z,2023-05-05T07:30:48Z,110954,https://github.com/rust-lang/rust/pull/110954,Reject borrows of projections in ConstProp.,2023-04-28 16:58,2023-05-05 07:30,6,89,"['const_prop.rs', 'address_of_pair.fn0.ConstProp.diff', 'address_of_pair.rs', 'const_prop_miscompile.bar.ConstProp.diff', 'const_prop_miscompile.foo.ConstProp.diff']","['compiler/rustc_mir_transform/src', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt', 'tests/mir-opt']",,0
110934,"{'A-lifetimes', 'E-needs-test', 'A-resolve', 'E-easy', 'F-inline_const'}",https://github.com/rust-lang/rust/issues/110934,inline const test for elided lifetimes being infer vars,2023-04-28T08:08:47Z,2023-06-02T02:36:04Z,112147,https://github.com/rust-lang/rust/pull/112147,add inline-const test for elided lifetimes being infer vars,2023-05-31 17:17,2023-06-02 02:36,34,11,['elided-lifetime-being-infer-vars.rs'],['tests/ui/inline-const'],,0
110933,"{'A-lifetimes', 'E-needs-test', 'F-associated_const_equality', 'A-resolve', 'C-bug', 'A-const-generics'}",https://github.com/rust-lang/rust/issues/110933,assoc const equality anon consts have elided lifetimes set to `'static`,2023-04-28T08:03:15Z,2023-06-26T00:28:29Z,113031,https://github.com/rust-lang/rust/pull/113031,Add a regression test for #110933,2023-06-25 14:03,2023-06-26 00:28,58,20,['issue-110933.rs'],['tests/ui/associated-consts'],,0
110931,"{'A-const-generics', 'C-bug', 'A-resolve', 'A-lifetimes'}",https://github.com/rust-lang/rust/issues/110931,const arguments have `'_` resolved to `'static` instead of infer vars,2023-04-28T07:52:37Z,2023-04-30T03:45:16Z,110984,https://github.com/rust-lang/rust/pull/110984,Do not resolve anonymous lifetimes in consts to be static.,2023-04-29 10:33,2023-04-30 03:45,1,24,"['late.rs', 'elided-lifetime-in-anon-const.rs']","['compiler/rustc_resolve/src', 'tests/ui/lifetimes']",,0
110892,"{'I-ICE', 'T-compiler', 'C-bug', 'F-generic_const_exprs', 'A-const-generics'}",https://github.com/rust-lang/rust/issues/110892,"ICE: `expected ConstKind::Value, got Unevaluated(UnevaluatedConst...`",2023-04-27T10:33:26Z,2023-07-18T10:54:39Z,,,,,,82,97,"['consts.rs', 'lib.rs', 'issue-110892.rs', 'issue-110892.stderr']","['compiler/rustc_middle/src/ty', 'compiler/rustc_transmute/src', 'tests/ui/transmutability', 'tests/ui/transmutability']",,0
110887,"{'I-ICE', 'T-compiler', 'S-has-mcve', 'C-bug', 'A-const-generics'}",https://github.com/rust-lang/rust/issues/110887,ICE: `Trying to feed an already recorded value for query type_of key`,2023-04-27T08:03:11Z,2023-05-18T15:49:15Z,110986,https://github.com/rust-lang/rust/pull/110986,Delay a bug when overwriting fed value.,2023-04-29 11:04,2023-05-18 15:49,21,61,"['plumbing.rs', 'plumbing.rs', 'const-generic-type-cycle.rs']","['compiler/rustc_middle/src/query', 'compiler/rustc_query_system/src/query', 'tests/incremental']",,0
110781,"{'I-unsound', 'T-compiler', 'A-mir-opt', 'C-bug'}",https://github.com/rust-lang/rust/issues/110781,UB: edition 2015/18 with -Zmir-opt-level=2: destructing tuple inside closure,2023-04-24T20:18:27Z,2023-05-04T20:49:20Z,110826,https://github.com/rust-lang/rust/pull/110826,Make PlaceMention a non-mutating use.,2023-04-25 20:18,2023-05-04 20:49,10,59,"['def_use.rs', 'mod.rs', 'analyze.rs', 'visit.rs', 'liveness.rs', 'const_prop.rs', 'place_mention.main.DeadStoreElimination.diff', 'place_mention.rs']","['compiler/rustc_borrowck/src', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_codegen_ssa/src/mir', 'compiler/rustc_middle/src/mir', 'compiler/rustc_mir_dataflow/src/impls', 'compiler/rustc_mir_transform/src', 'tests/mir-opt/dead-store-elimination', 'tests/mir-opt/dead-store-elimination']",,0
110726,"{'I-ICE', 'glacier', 'A-impl-trait', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/110726,ICE with unused lifetime on recursive RPIT,2023-04-23T16:11:05Z,2024-03-28T11:56:37Z,116891,https://github.com/rust-lang/rust/pull/116891,rework opaque type region inference,2023-10-18 14:37,2024-03-28 11:56,339,1224,"['mod.rs', 'opaque_types.rs', 'free_region_relations.rs', 'mod.rs', 'mod.rs', 'defining-use-captured-non-universal-region.infer.stderr', 'defining-use-captured-non-universal-region.rs', 'defining-use-captured-non-universal-region.statik.stderr', 'defining-use-uncaptured-non-universal-region-2.rs', 'defining-use-uncaptured-non-universal-region-3.rs', 'defining-use-uncaptured-non-universal-region.rs', 'erased-regions-in-hidden-ty.current.stderr', 'erased-regions-in-hidden-ty.next.stderr', 'erased-regions-in-hidden-ty.rs', 'impl-fn-predefined-lifetimes.rs', 'impl-fn-predefined-lifetimes.stderr', 'bad-item-bound-within-rpitit-2.rs', 'bad-item-bound-within-rpitit-2.stderr', 'early_bound.rs', 'early_bound.stderr', 'non-defining-use-lifetimes.rs', 'non-defining-use-lifetimes.stderr', 'bivariant-duplicate-lifetime-unconstrained.rs', 'defined-by-user-annotation.rs', 'defined-in-closure-external-lifetime.rs', 'defined-in-closure-external-lifetime.stderr', 'equal-lifetime-params-not-ok.rs', 'equal-lifetime-params-not-ok.stderr', 'equal-lifetime-params-ok.rs', 'generic-not-strictly-equal.basic.stderr', 'generic-not-strictly-equal.member_constraints.stderr', 'generic-not-strictly-equal.rs', 'hkl_forbidden4.rs', 'hkl_forbidden4.stderr', 'lifetime_mismatch.rs', 'lifetime_mismatch.stderr', 'multiple-def-uses-in-one-fn-lifetimes.rs', 'multiple-def-uses-in-one-fn-lifetimes.stderr', 'param_mismatch4.rs', 'param_mismatch4.stderr']","['compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_middle/src/ty', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait']",,0
110623,"{'I-ICE', 'A-impl-trait', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/110623,"ICE: ""no errors encountered even though `delay_span_bug` issued"" in recursive impl",2023-04-20T19:38:38Z,2024-03-28T11:56:35Z,116891,https://github.com/rust-lang/rust/pull/116891,rework opaque type region inference,2023-10-18 14:37,2024-03-28 11:56,342,1224,"['mod.rs', 'opaque_types.rs', 'free_region_relations.rs', 'mod.rs', 'mod.rs', 'defining-use-captured-non-universal-region.infer.stderr', 'defining-use-captured-non-universal-region.rs', 'defining-use-captured-non-universal-region.statik.stderr', 'defining-use-uncaptured-non-universal-region-2.rs', 'defining-use-uncaptured-non-universal-region-3.rs', 'defining-use-uncaptured-non-universal-region.rs', 'erased-regions-in-hidden-ty.current.stderr', 'erased-regions-in-hidden-ty.next.stderr', 'erased-regions-in-hidden-ty.rs', 'impl-fn-predefined-lifetimes.rs', 'impl-fn-predefined-lifetimes.stderr', 'bad-item-bound-within-rpitit-2.rs', 'bad-item-bound-within-rpitit-2.stderr', 'early_bound.rs', 'early_bound.stderr', 'non-defining-use-lifetimes.rs', 'non-defining-use-lifetimes.stderr', 'bivariant-duplicate-lifetime-unconstrained.rs', 'defined-by-user-annotation.rs', 'defined-in-closure-external-lifetime.rs', 'defined-in-closure-external-lifetime.stderr', 'equal-lifetime-params-not-ok.rs', 'equal-lifetime-params-not-ok.stderr', 'equal-lifetime-params-ok.rs', 'generic-not-strictly-equal.basic.stderr', 'generic-not-strictly-equal.member_constraints.stderr', 'generic-not-strictly-equal.rs', 'hkl_forbidden4.rs', 'hkl_forbidden4.stderr', 'lifetime_mismatch.rs', 'lifetime_mismatch.stderr', 'multiple-def-uses-in-one-fn-lifetimes.rs', 'multiple-def-uses-in-one-fn-lifetimes.stderr', 'param_mismatch4.rs', 'param_mismatch4.stderr']","['compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_middle/src/ty', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait']",,0
110593,"{'F-generic_associated_types', 'A-lifetimes', 'C-discussion', 'T-types', 'A-GATs'}",https://github.com/rust-lang/rust/issues/110593,Inconsistency in Required where clauses on GAT ,2023-04-20T10:57:34Z,2023-04-21T02:42:57Z,,,,,,0,,,,,0
110551,"{'P-medium', 'regression-from-stable-to-nightly', 'T-compiler', 'C-bug', 'A-mir-opt-inlining'}",https://github.com/rust-lang/rust/issues/110551,Codegen regression involving `assume`/`unreachable_unchecked`,2023-04-19T17:05:42Z,2023-04-21T17:28:34Z,110569,https://github.com/rust-lang/rust/pull/110569,"Deduplicate unreachable blocks, for real this time",2023-04-20 01:06,2023-04-21 17:28,2,80,"['instcombine.rs', 'simplify.rs', 'unwrap_unchecked.unwrap_unchecked.Inline.diff', 'instcombine_duplicate_switch_targets_e2e.rs', 'instcombine_duplicate_switch_targets_e2e.ub_if_b.PreCodegen.after.mir']","['compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'tests/mir-opt/inline', 'tests/mir-opt', 'tests/mir-opt']",P-medium,0
110373,"{'A-trait-system', 'C-enhancement', 'T-compiler', 'A-diagnostics'}",https://github.com/rust-lang/rust/issues/110373,Improve error message E0608 when the type supports Index but Idx is missing trait bounds,2023-04-15T20:17:50Z,2023-04-19T07:22:42Z,110432,https://github.com/rust-lang/rust/pull/110432,Report more detailed reason why `Index` impl is not satisfied,2023-04-16 22:37,2023-04-19 07:22,3,183,"['expr.rs', 'symbol.rs', 'index.rs', 'bad-index-due-to-nested.rs', 'bad-index-due-to-nested.stderr']","['compiler/rustc_hir_typeck/src', 'compiler/rustc_span/src', 'library/core/src/ops', 'tests/ui/typeck', 'tests/ui/typeck']",,0
110358,"{'I-ICE', 'T-compiler', 'A-MIR', 'C-bug'}",https://github.com/rust-lang/rust/issues/110358,"broken MIR (after phase change to runtime-optimized): Field projection specified type `BoxResolver`, but actual type is `<With as Archive>::Resolver`",2023-04-15T14:03:02Z,2023-06-16T18:18:26Z,,,,,,62,,,,,0
