Issue ID,Issue Labels,Issue URL,Status,Found by,Symptoms,Test validity,Stage,Bug Cause,# Affected module,Issue Title,Issue create date,Issue closed date,PR ID,PR URL,PR Title,PR create date,PR closed date,Bug duration,Fix loc,Fix files,Fix modules,Bug priority,Reopen?,Test case (original),Test case (reduced),core,async,dyn,std,Lifetime,trait,flag,command,unstable features
106444,"{'I-ICE', 'glacier', 'requires-nightly', 'E-needs-test', 'T-compiler', 'C-bug', 'A-mir-opt-inlining'}",https://github.com/rust-lang/rust/issues/106444,Not reproducible anymore,,1. Crash-Front-end Panic,,,,,Normalization ICE from `drop_in_place` in Mir inliner on `-Zopt-level=3`,2023-01-04T07:57:14Z,2024-03-24T04:30:38Z,,,,,,444,16,['norm-ice-106444.rs'],['tests/ui/drop'],,0,,,,,,,,,,,
106141,"{'I-ICE', 'T-compiler', 'C-bug', 'A-mir-opt-inlining', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/106141,valid,members,1. Crash-Front-end Panic,valid,3. MIR-MIR Transform,3. Opt-Wrong Implementations,1,ICE in MIR inlining with -Zmir-opt-level=3,2022-12-25T20:02:44Z,2023-01-16T15:11:24Z,106850,https://github.com/rust-lang/rust/pull/106850,Make the inlining destination a Local.,2023/1/14 12:03,2023/1/16 15:11,21,149,"['inline.rs', 'inline_into_box_place.main.Inline.diff', 'issue_106141.outer.Inline.diff', 'issue_106141.rs']","['compiler/rustc_mir_transform/src', 'tests/mir-opt/inline', 'tests/mir-opt/inline', 'tests/mir-opt/inline']",,0,"pub fn outer() -> usize {
 inner()
 }
 
 fn index() -> usize {
 loop {}
 }
 
 #[inline]
 fn inner() -> usize {
 let buffer = &[true];
 let index = index();
 if buffer[index] {
 index
 } else {
 0
 }
 }","pub fn outer() -> usize {
 inner()
 }
 
 fn index() -> usize {
 loop {}
 }
 
 #[inline]
 fn inner() -> usize {
 let buffer = &[true];
 let index = index();
 if buffer[index] {
 index
 } else {
 0
 }
 }",,,,,,,-Zmir-opt-level=X,=-Zmir-opt-level=3,
106063,"{'A-lifetimes', 'T-compiler', 'D-invalid-suggestion', 'A-diagnostics', 'A-suggestion-diagnostics'}",https://github.com/rust-lang/rust/issues/106063,valid,members,4. Diagnostic Issues-Improper Fix Suggestion,,1. AST,2. Ownership-Lifetime,3,"Wrong suggestion for `explicit_outlives_requirements` in macro, part 2",2022-12-22T21:40:45Z,2022-12-28T00:07:41Z,106064,https://github.com/rust-lang/rust/pull/106064,Partially fix `explicit_outlives_requirements` lint in macros,2022/12/22 21:41,2022/12/28 0:07,5,546,"['item.rs', 'lib.rs', 'builtin.rs', 'lib.rs', 'edition-lint-infer-outlives-macro.fixed', 'edition-lint-infer-outlives-macro.rs', 'edition-lint-infer-outlives-macro.stderr']","['compiler/rustc_ast_lowering/src', 'compiler/rustc_ast_lowering/src', 'compiler/rustc_lint/src', 'compiler/rustc_span/src', 'src/test/ui/rust-2018', 'src/test/ui/rust-2018', 'src/test/ui/rust-2018']",,0,"#![warn(explicit_outlives_requirements)]
 #![allow(dead_code)]
 
 macro_rules! make_baz {
 ($a:lifetime, $b:lifetime) => {
 struct Baz<$a, $b: $a> where (): Sized, $b: $a {
 baz: &$a &$b (),
 }
 };
 }
 
 make_baz!{ 'a, 'b }","#![warn(explicit_outlives_requirements)]
 #![allow(dead_code)]
 
 macro_rules! make_baz {
 ($a:lifetime, $b:lifetime) => {
 struct Baz<$a, $b: $a> where (): Sized, $b: $a {
 baz: &$a &$b (),
 }
 };
 }
 
 make_baz!{ 'a, 'b }",,,,,1,,,,
105929,"{'T-compiler', 'A-mir-opt', 'requires-nightly', 'C-bug'}",https://github.com/rust-lang/rust/issues/105929,exclude,,,,,,,`NormalizeArrayLen` MIR opt unsound due to missed writes,2022-12-20T01:21:23Z,2023-01-30T19:42:48Z,107172,https://github.com/rust-lang/rust/pull/107172,Reimplement NormalizeArrayLen based on SsaLocals,2023/1/21 21:48,2023/1/30 19:42,41,627,"['lib.rs', 'normalize_array_len.rs', 'bad_op_unsafe_oob_for_slices.main.ConstProp.32bit.diff', 'bad_op_unsafe_oob_for_slices.main.ConstProp.64bit.diff', 'issue_76432.rs', 'lower_array_len.array_bound.NormalizeArrayLen.diff', 'lower_array_len.array_bound_mut.NormalizeArrayLen.diff', 'lower_array_len.array_len.NormalizeArrayLen.diff', 'lower_array_len.array_len_by_value.NormalizeArrayLen.diff', 'lower_array_len.array_len_raw.NormalizeArrayLen.diff', 'lower_array_len.array_len_reborrow.NormalizeArrayLen.diff', 'lower_array_len.rs', 'lower_array_len_e2e.array_bound.PreCodegen.after.mir', 'lower_array_len_e2e.array_bound_mut.PreCodegen.after.mir', 'lower_array_len_e2e.array_len.PreCodegen.after.mir', 'lower_array_len_e2e.array_len_by_value.PreCodegen.after.mir', 'lower_array_len_e2e.rs']","['compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt']",,0,,,,,,,,,,,
105787,"{'A-trait-system', 'I-unsound', 'A-impl-trait', 'T-types', 'A-coherence', 'P-medium', 'C-bug'}",https://github.com/rust-lang/rust/issues/105787,valid,developer,2. Correctness Issues-Soundness Issues,,2. HIR-Type Infer,1. Type-Trait & Bound,2,"occurs check with aliases results in error, not ambiguity",2022-12-16T16:16:11Z,2024-12-20T13:16:04Z,117088,https://github.com/rust-lang/rust/pull/117088,,,,734,,,,P-medium,1,"// Using the higher ranked projection hack to prevent us from replacing the projection
 // with an inference variable.
 trait ToUnit<'a> {
 type Unit;
 }
 
 struct LocalTy;
 impl<'a> ToUnit<'a> for *const LocalTy {
 type Unit = ();
 }
 
 impl<'a, T: Copy + ?Sized> ToUnit<'a> for *const T {
 type Unit = ();
 }
 
 trait Overlap<T> {
 type Assoc;
 }
 
 type Assoc<'a, T> = <*const T as ToUnit<'a>>::Unit;
 
 impl<T> Overlap<T> for T {
 type Assoc = usize;
 }
 
 impl<T> Overlap<for<'a> fn(&'a (), Assoc<'a, T>)> for T
 where
 for<'a> *const T: ToUnit<'a>,
 {
 type Assoc = Box<usize>;
 }
 
 fn foo<T: Overlap<U>, U>(x: T::Assoc) -> T::Assoc {
 x
 }
 
 fn main() {
 foo::<for<'a> fn(&'a (), ()), for<'a> fn(&'a (), ())>(3usize);
 }","// Using the higher ranked projection hack to prevent us from replacing the projection
 // with an inference variable.
 trait ToUnit<'a> {
 type Unit;
 }
 
 struct LocalTy;
 impl<'a> ToUnit<'a> for *const LocalTy {
 type Unit = ();
 }
 
 impl<'a, T: Copy + ?Sized> ToUnit<'a> for *const T {
 type Unit = ();
 }
 
 trait Overlap<T> {
 type Assoc;
 }
 
 type Assoc<'a, T> = <*const T as ToUnit<'a>>::Unit;
 
 impl<T> Overlap<T> for T {
 type Assoc = usize;
 }
 
 impl<T> Overlap<for<'a> fn(&'a (), Assoc<'a, T>)> for T
 where
 for<'a> *const T: ToUnit<'a>,
 {
 type Assoc = Box<usize>;
 }
 
 fn foo<T: Overlap<U>, U>(x: T::Assoc) -> T::Assoc {
 x
 }
 
 fn main() {
 foo::<for<'a> fn(&'a (), ()), for<'a> fn(&'a (), ())>(3usize);
 }",,,,,1,,,,
105782,"{'A-trait-system', 'fixed-by-next-solver', 'I-unsound', 'T-types', 'A-coherence', 'requires-nightly', 'S-bug-has-test', 'F-specialization', 'T-compiler', 'C-bug', 'A-specialization'}",https://github.com/rust-lang/rust/issues/105782,valid,developer,2. Correctness Issues-Soundness Issues,,2. HIR-trait solving,1. Type-New Solver,5,specialization: default items completely drop candidates instead of ambiguity,2022-12-16T15:11:15Z,2024-10-15T17:21:44Z,130654,https://github.com/rust-lang/rust/pull/130654,stabilize `-Znext-solver=coherence` again,2024/9/21 7:19,2024/10/15 17:21,669,1002,"['feature_gate.rs', 'tests.rs', 'context.rs', 'config.rs', 'options.rs', 'engine.rs', '118987.rs', 'associated-types-coherence-failure.stderr', 'opaque_type_candidate_selection.rs', 'coherence-negative-outlives-lifetimes.stock.stderr', 'coherence-negative-outlives-lifetimes.with_negative_coherence.stderr', 'coherence-overlap-downstream-inherent.old.stderr', 'coherence-overlap-downstream-inherent.rs', 'coherence-overlap-downstream-inherent.stderr', 'coherence-overlap-downstream.next.stderr', 'coherence-overlap-downstream.rs', 'coherence-overlap-downstream.stderr', 'coherence-overlap-issue-23516-inherent.old.stderr', 'coherence-overlap-issue-23516-inherent.rs', 'coherence-overlap-issue-23516-inherent.stderr', 'coherence-overlap-issue-23516.old.stderr', 'coherence-overlap-issue-23516.rs', 'coherence-overlap-issue-23516.stderr', 'coherence-overlap-negate-not-use-feature-gate.stderr', 'coherence-overlap-unnormalizable-projection-0.classic.stderr', 'coherence-overlap-unnormalizable-projection-0.rs', 'coherence-overlap-unnormalizable-projection-0.stderr', 'coherence-overlap-unnormalizable-projection-1.classic.stderr', 'coherence-overlap-unnormalizable-projection-1.rs', 'coherence-overlap-unnormalizable-projection-1.stderr', 'coherent-due-to-fulfill.rs', 'incoherent-even-though-we-fulfill.rs', 'incoherent-even-though-we-fulfill.stderr', 'inter-crate-ambiguity-causes-notes.old.stderr', 'inter-crate-ambiguity-causes-notes.rs', 'inter-crate-ambiguity-causes-notes.stderr', 'negative-coherence-check-placeholder-outlives.stderr', 'negative-coherence-considering-regions.any_lt.stderr', 'negative-coherence-placeholder-region-constraints-on-unification.explicit.stderr', 'normalize-for-errors.current.stderr', 'normalize-for-errors.rs', 'normalize-for-errors.stderr', 'associated-type.next.stderr', 'associated-type.old.stderr', 'associated-type.rs', 'opaques.current.stderr', 'opaques.next.stderr', 'opaques.rs', 'orphan-check-opaque-types-not-covering.next.stderr', 'orphan-check-opaque-types-not-covering.rs', 'orphan-check-opaque-types-not-covering.stderr', 'orphan-check-projections-covering.rs', 'orphan-check-weak-aliases-not-covering.next.stderr', 'orphan-check-weak-aliases-not-covering.rs', 'orphan-check-weak-aliases-not-covering.stderr', 'skip-reporting-if-references-err.current.stderr', 'skip-reporting-if-references-err.rs', 'skip-reporting-if-references-err.stderr', 'super-trait-knowable-1.current.stderr', 'super-trait-knowable-1.rs', 'super-trait-knowable-2.rs', 'super-trait-knowable-3.current.stderr', 'super-trait-knowable-3.rs', 'unevaluated-const-ice-119731.rs', 'unevaluated-const-ice-119731.stderr', 'unknown-alias-defkind-anonconst-ice-116710.rs', 'unknown-alias-defkind-anonconst-ice-116710.stderr', 'issue-23563.stderr', 'feature-gate-with_negative_coherence.stderr', 'leak-check-in-selection-5-ambig.rs', 'structually-relate-aliases.rs', 'structually-relate-aliases.stderr', 'auto-trait-coherence.old.stderr', 'auto-trait-coherence.rs', 'auto-trait-coherence.stderr', 'coherence-treats-tait-ambig.rs', 'coherence-treats-tait-ambig.stderr', 'negative-reasoning.rs', 'negative-reasoning.stderr', 'impl-unused-tps.rs', 'impl-unused-tps.stderr', 'issue-48728.rs', 'default-impl-normalization-ambig-2.rs', 'default-impl-normalization-ambig-2.stderr', 'default-item-normalization-ambig-1.rs', 'default-item-normalization-ambig-1.stderr', 'specialization-no-default.rs', 'specialization-default-items-drop-coherence.current.stderr', 'specialization-default-items-drop-coherence.next.stderr', 'specialization-default-items-drop-coherence.rs', 'specialization-overlap-projection.current.stderr', 'specialization-overlap-projection.next.stderr', 'specialization-overlap-projection.rs', 'specialization-overlap-projection.stderr', 'issue-83613.rs', 'issue-83613.stderr', 'issue-105231.rs', 'issue-105231.stderr', 'issue-102048.rs', 'issue-102048.stderr', 'cycle-via-builtin-auto-trait-impl.rs', 'cycle-via-builtin-auto-trait-impl.stderr', 'coherence-bikeshed-intrinsic-from.rs', 'coherence-bikeshed-intrinsic-from.stderr', 'impl_trait_for_same_tait.stderr', 'implied_lifetime_wf_check.error.stderr', 'issue-104817.rs', 'issue-104817.stock.stderr']","['compiler/rustc_ast_passes/src', 'compiler/rustc_interface/src', 'compiler/rustc_middle/src/ty', 'compiler/rustc_session/src', 'compiler/rustc_session/src', 'compiler/rustc_trait_selection/src/traits', 'tests/crashes', 'tests/ui/associated-types', 'tests/ui/auto-traits', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence/occurs-check', 'tests/ui/coherence/occurs-check', 'tests/ui/coherence/occurs-check', 'tests/ui/coherence/occurs-check', 'tests/ui/coherence/occurs-check', 'tests/ui/coherence/occurs-check', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence', 'tests/ui/coherence/super-traits', 'tests/ui/coherence/super-traits', 'tests/ui/coherence/super-traits', 'tests/ui/coherence/super-traits', 'tests/ui/coherence/super-traits', 'tests/ui/const-generics/generic_const_exprs', 'tests/ui/const-generics/generic_const_exprs', 'tests/ui/const-generics/generic_const_exprs', 'tests/ui/const-generics/generic_const_exprs', 'tests/ui/error-codes/e0119', 'tests/ui/feature-gates', 'tests/ui/higher-ranked/leak-check', 'tests/ui/higher-ranked', 'tests/ui/higher-ranked', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui', 'tests/ui', 'tests/ui/issues', 'tests/ui/specialization/coherence', 'tests/ui/specialization/coherence', 'tests/ui/specialization/coherence', 'tests/ui/specialization/coherence', 'tests/ui/specialization/defaultimpl', 'tests/ui/specialization', 'tests/ui/specialization', 'tests/ui/specialization', 'tests/ui/specialization', 'tests/ui/specialization', 'tests/ui/specialization', 'tests/ui/specialization', 'tests/ui/traits/alias', 'tests/ui/traits/alias', 'tests/ui/traits', 'tests/ui/traits', 'tests/ui/traits/next-solver/coherence', 'tests/ui/traits/next-solver/coherence', 'tests/ui/traits/solver-cycles', 'tests/ui/traits/solver-cycles', 'tests/ui/transmutability/malformed-program-gracefulness', 'tests/ui/transmutability/malformed-program-gracefulness', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait']",,1,"#![feature(specialization)]
 
 trait Default {
 type Id;
 }
 
 impl<T> Default for T {
 default type Id = T;
 }
 
 trait Overlap {
 type Assoc;
 }
 
 impl Overlap for u32 {
 type Assoc = usize;
 }
 
 impl Overlap for <u32 as Default>::Id {
 type Assoc = Box<usize>;
 }","#![feature(specialization)]
 
 trait Default {
 type Id;
 }
 
 impl<T> Default for T {
 default type Id = T;
 }
 
 trait Overlap {
 type Assoc;
 }
 
 impl Overlap for u32 {
 type Assoc = usize;
 }
 
 impl Overlap for <u32 as Default>::Id {
 type Assoc = Box<usize>;
 }",,,,,,,,,#![feature(specialization)]
105779,"{'E-medium', 'E-mentor', 'T-types', 'T-compiler', 'A-type-system'}",https://github.com/rust-lang/rust/issues/105779,exclude,,,,,,,switch to `EarlyBinder` as default,2022-12-16T13:41:11Z,2023-05-16T15:51:10Z,,,,,,151,,,,,1,,,,,,,,,,,
105761,"{'A-closures', 'D-newcomer-roadblock', 'D-papercut', 'T-compiler', 'A-borrow-checker', 'A-diagnostics', 'A-suggestion-diagnostics'}",https://github.com/rust-lang/rust/issues/105761,duplicate,,,,,,,Provide help on closures capturing `self` causing borrow checker errors,2022-12-15T21:03:14Z,2023-01-14T00:20:35Z,106641,https://github.com/rust-lang/rust/pull/106641,Provide help on closures capturing self causing borrow checker errors,2023/1/9 16:30,2023/1/14 0:20,29,255,"['conflict_errors.rs', 'mutability_errors.rs', 'issue-105761-suggest-self-for-closure.fixed', 'issue-105761-suggest-self-for-closure.rs', 'issue-105761-suggest-self-for-closure.stderr']","['compiler/rustc_borrowck/src/diagnostics', 'compiler/rustc_borrowck/src/diagnostics', 'tests/ui/suggestions', 'tests/ui/suggestions', 'tests/ui/suggestions']",,0,,,,,,,,,,,
105706,"{'A-testsuite', 'E-medium', 'E-mentor', 'T-bootstrap', 'A-MIR', 'E-help-wanted'}",https://github.com/rust-lang/rust/issues/105706,exclude,,,,,,,Test that the compiler/library builds with -Zmir-opt-level=3 -Zvalidate-mir,2022-12-14T17:29:16Z,2023-02-26T02:04:20Z,105736,https://github.com/rust-lang/rust/pull/105736,Test that the compiler/library builds with validate-mir,2022/12/15 6:53,2023/2/26 2:04,73,17,"['config.toml.example', 'builder.rs', 'config.rs', 'Dockerfile']","['', 'src/bootstrap', 'src/bootstrap', 'src/ci/docker/host-x86_64/mingw-check']",,0,,,,,,,,,,,
105544,"{'A-lifetimes', 'A-impl-trait', 'T-compiler', 'D-invalid-suggestion', 'A-diagnostics', 'A-suggestion-diagnostics'}",https://github.com/rust-lang/rust/issues/105544,valid,developer,4. Diagnostic Issues-Improper Fix Suggestion,,2. HIR-report,2. Ownership-Lifetime,1,E0311 for `impl Trait` parameter type suggests invalid syntax,2022-12-11T00:25:37Z,2023-01-12T10:46:17Z,106167,https://github.com/rust-lang/rust/pull/106167,Fix invalid syntax and incomplete suggestion in impl Trait parameter type suggestions for E0311,2022/12/27 0:41,2023/1/12 10:46,32,404,"['mod.rs', 'E0311.fixed', 'E0311.rs', 'E0311.stderr', 'suggest-introducing-and-adding-missing-lifetime.fixed', 'suggest-introducing-and-adding-missing-lifetime.rs', 'suggest-introducing-and-adding-missing-lifetime.stderr', 'issue-105544.fixed', 'issue-105544.rs', 'issue-105544.stderr', 'missing-lifetimes-in-signature-2.fixed', 'missing-lifetimes-in-signature-2.rs', 'missing-lifetimes-in-signature-2.stderr', 'missing-lifetimes-in-signature.stderr']","['compiler/rustc_infer/src/infer/error_reporting', 'tests/ui/error-codes', 'tests/ui/error-codes', 'tests/ui/error-codes', 'tests/ui/lifetimes', 'tests/ui/lifetimes', 'tests/ui/lifetimes', 'tests/ui/suggestions/lifetimes', 'tests/ui/suggestions/lifetimes', 'tests/ui/suggestions/lifetimes', 'tests/ui/suggestions/lifetimes', 'tests/ui/suggestions/lifetimes', 'tests/ui/suggestions/lifetimes', 'tests/ui/suggestions/lifetimes']",,0,"fn foo(d: impl Sized, p: &mut ()) -> impl Sized + '_ {
 (d, p)
 }","fn foo(d: impl Sized, p: &mut ()) -> impl Sized + '_ {
 (d, p)
 }",,,,,1,Sized,,,
105538,"{'P-medium', 'T-compiler', 'C-bug', 'A-mir-opt-inlining', 'regression-from-stable-to-stable', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/105538,valid,members,3. Miscompilation-Inconsistent Output Issues,,1. AST,5. Exception Handling & Report,3,MIR inlining breaks Location::caller(),2022-12-10T20:01:47Z,2023-03-20T20:05:46Z,109307,https://github.com/rust-lang/rust/pull/109307,Ignore `Inlined` spans when computing caller location.,2023/3/18 13:49,2023/3/20 20:05,100,42,"['block.rs', 'caller_location.rs', 'hygiene.rs', 'intrinsic-wrapper.rs', 'mir-inlined-macro.rs']","['compiler/rustc_codegen_ssa/src/mir', 'compiler/rustc_const_eval/src/interpret/intrinsics', 'compiler/rustc_span/src', 'tests/ui/rfc-2091-track-caller', 'tests/ui/rfc-2091-track-caller']",P-medium,1,"use core::panic::Location;
 
 #[inline]
 fn nested() -> &'static Location<'static> {
 Location::caller()
 }
 
 fn main() {
 println!(""{:?}"", nested());
 }","use std::panic::Location;
 
 macro_rules! f {
 () => { Location::caller() }
 }
 
 #[inline(always)]
 fn g() -> &'static Location<'static> {
 f!()
 }
 
 fn main() {
 println!(""{:?}"", g());
 }",,,,1,1,,-O,rustc a.rs -O && ./a,
105498,"{'T-types', 'F-type_alias_impl_trait', 'C-bug', 'A-borrow-checker'}",https://github.com/rust-lang/rust/issues/105498,valid,members,2. Correctness Issues-Completeness Issues,,3. MIR-Borrow Check,1. Type-Opaque Types,3,defining type-alias-impl-trait inside closures is broken,2022-12-09T16:40:44Z,2024-03-28T11:56:39Z,116891,https://github.com/rust-lang/rust/pull/116891,rework opaque type region inference,2023/10/18 14:37,2024/3/28 11:56,474,1224,"['mod.rs', 'opaque_types.rs', 'free_region_relations.rs', 'mod.rs', 'mod.rs', 'defining-use-captured-non-universal-region.infer.stderr', 'defining-use-captured-non-universal-region.rs', 'defining-use-captured-non-universal-region.statik.stderr', 'defining-use-uncaptured-non-universal-region-2.rs', 'defining-use-uncaptured-non-universal-region-3.rs', 'defining-use-uncaptured-non-universal-region.rs', 'erased-regions-in-hidden-ty.current.stderr', 'erased-regions-in-hidden-ty.next.stderr', 'erased-regions-in-hidden-ty.rs', 'impl-fn-predefined-lifetimes.rs', 'impl-fn-predefined-lifetimes.stderr', 'bad-item-bound-within-rpitit-2.rs', 'bad-item-bound-within-rpitit-2.stderr', 'early_bound.rs', 'early_bound.stderr', 'non-defining-use-lifetimes.rs', 'non-defining-use-lifetimes.stderr', 'bivariant-duplicate-lifetime-unconstrained.rs', 'defined-by-user-annotation.rs', 'defined-in-closure-external-lifetime.rs', 'defined-in-closure-external-lifetime.stderr', 'equal-lifetime-params-not-ok.rs', 'equal-lifetime-params-not-ok.stderr', 'equal-lifetime-params-ok.rs', 'generic-not-strictly-equal.basic.stderr', 'generic-not-strictly-equal.member_constraints.stderr', 'generic-not-strictly-equal.rs', 'hkl_forbidden4.rs', 'hkl_forbidden4.stderr', 'lifetime_mismatch.rs', 'lifetime_mismatch.stderr', 'multiple-def-uses-in-one-fn-lifetimes.rs', 'multiple-def-uses-in-one-fn-lifetimes.stderr', 'param_mismatch4.rs', 'param_mismatch4.stderr']","['compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_middle/src/ty', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/in-trait', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/impl-trait/rpit', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait']",,0,"#![feature(type_alias_impl_trait)]
 trait Cap<'a> {}
 impl<T> Cap<'_> for T {}
 
 mod case1 {
 type MyStr<'x> = impl Sized + super::Cap<'x>;
 fn case1<'s>(s: &'s str) {
 || { let _: MyStr<'s> = s; };
 //~^ ERROR unconstrained opaque type
 }
 }
 
 mod case2 {
 type MyStr<'x> = impl Sized + super::Cap<'x> + 'x; // note `+ 'x`
 fn case2<'s>() {
 let _: MyStr<'s> = """"; // inferred ty: &'s str
 || -> MyStr<'s> { """" }; // inferred ty: &'static str
 //~^ ERROR concrete type differs from previous defining opaque type use
 }
 }
 
 mod case3 {
 type MyStr<'x> = impl Sized + super::Cap<'x>;
 fn case3<'s>() {
 |s: &'s str| { let _: MyStr<'s> = s; };
 //~^ ERROR captures lifetime that does not appear in bounds
 }
 }","#![feature(type_alias_impl_trait)]
 trait Cap<'a> {}
 impl<T> Cap<'_> for T {}
 
 mod case1 {
 type MyStr<'x> = impl Sized + super::Cap<'x>;
 fn case1<'s>(s: &'s str) {
 || { let _: MyStr<'s> = s; };
 //~^ ERROR unconstrained opaque type
 }
 }
 
 mod case2 {
 type MyStr<'x> = impl Sized + super::Cap<'x> + 'x; // note `+ 'x`
 fn case2<'s>() {
 let _: MyStr<'s> = """"; // inferred ty: &'s str
 || -> MyStr<'s> { """" }; // inferred ty: &'static str
 //~^ ERROR concrete type differs from previous defining opaque type use
 }
 }
 
 mod case3 {
 type MyStr<'x> = impl Sized + super::Cap<'x>;
 fn case3<'s>() {
 |s: &'s str| { let _: MyStr<'s> = s; };
 //~^ ERROR captures lifetime that does not appear in bounds
 }
 }",,,,,1,Sized,,,#![feature(type_alias_impl_trait)]
105466,"{'requires-nightly', 'C-bug', 'A-mir-opt-inlining'}",https://github.com/rust-lang/rust/issues/105466,exclude,,,,,,,MIR inliner doesn't support return place used as an index,2022-12-08T18:03:12Z,2023-01-17T20:31:06Z,,,,,,40,,,,,0,,,,,,,,,,,
105428,"{'A-mir-opt', 'requires-nightly', 'C-bug'}",https://github.com/rust-lang/rust/issues/105428,valid,members,2. Correctness Issues-Completeness Issues,,3. MIR-MIR Transform,3. Opt-Missing Cases,1,Broken MIR in encoding_rs related to MIR inlining + DestProp,2022-12-07T15:48:55Z,2022-12-18T22:01:36Z,105420,https://github.com/rust-lang/rust/pull/105420,Remove dead code after destination propagation,2022/12/7 12:20,2022/12/18 22:01,11,111,"['dest_prop.rs', 'unreachable.f.DestinationPropagation.diff', 'unreachable.rs']","['compiler/rustc_mir_transform/src', 'src/test/mir-opt/dest-prop', 'src/test/mir-opt/dest-prop']",,0,,,,,,,,,"-Zmir-opt-level=X
-Zvalidate-mir
-Zinline-mir=yes
+nightly","RUSTFLAGS=""-Zmir-opt-level=3 -Zvalidate-mir -Zinline-mir=yes"" cargo +nightly test",
